1,2,3,4,5,6,7
14.661252323968101,13.401884369895086,14.064887746621292,13.825029158979008,14.01549131547211,14.535895026701805,14.045787493086065
14.910645884273954,14.049786292092735,13.739264718451842,13.374467635301807,14.383388275136584,14.404689894716055,14.462981541666602
15.56965198972602,14.365128927457295,13.538002415157658,14.441310912604433,14.074504907084073,13.786391301778746,14.272067444709057
14.328477406071183,14.137982438774813,13.474978729884505,13.134678228774458,13.794015769992612,14.497023245702886,14.440921623266744
13.89000261187664,14.640588956275101,14.312693695065285,12.9482173225105,13.733511591449059,13.776962348087366,13.938254035853076
14.864568956261772,14.137461847069138,14.102145000853378,13.597227632231128,13.910498153185017,14.061410700915122,14.187291508418793
14.571190351590964,13.791554000670343,13.913593914828619,13.125031448547016,13.858900640676994,13.818066490491397,14.17552174179155
14.807256955386412,14.254059677393323,12.836954908305389,13.96800635864845,13.525601686870123,14.177924280861825,13.921046123416575
13.975921842119934,13.658706163756108,14.036606034387985,13.868235433609813,14.087471323663877,13.266055845710007,14.705458586146682
15.003692019130698,14.28850024726805,13.395957222271859,14.42088679561909,13.79361416772648,14.282254379818234,14.512455842658216
13.65706520909741,14.270079307359707,13.838034194335645,14.16506204883943,14.591438101287878,14.486047184878743,13.661708450478837
14.698647903022872,13.795106556094494,14.466380428088256,13.92610824913863,13.954306401511106,13.965272191205008,13.833733980142407
14.813958598997589,14.221747758931086,13.629047194178876,14.03369482513785,14.051049316249893,13.817249852631903,14.756540513793768
14.311540647242259,14.352101628756047,13.365772703048526,13.370066890450799,14.18780534103154,13.589807356840314,14.16319236919169
14.208230820412771,13.717562575807147,13.74103709929013,13.92417473896037,13.984652837339764,14.246404708421215,14.188637131428067
14.324330320434697,14.204189446525087,13.762383646370758,13.982923598121305,14.36974597992349,14.47485197429387,14.248236702485537
14.351050814944172,13.666886823362312,13.768291026784865,13.512085752760864,13.8123947293064,13.324372450584363,14.547806282428537
15.530264021660642,13.754707896742902,13.750202956016613,14.224019645797561,13.390745405891446,13.956896196437164,14.037947879176338
14.484974456453012,13.812756005870089,13.852807477355519,13.994320316508787,13.959161949861189,14.093416026568889,13.959004068191902
14.421965306383019,14.033068815170651,14.077554311971186,13.41042110526527,13.90207563609401,14.381003548401878,13.943672895320706
14.397318753401334,14.031096854256681,13.904583504718396,13.669213709288504,13.889319497433304,14.46570804498265,14.062483921455856
13.849641289321346,14.616293905721637,13.56985535564468,14.156060692682308,13.922657330562323,13.809391124251677,14.418717934689383
15.122591378583516,14.498982450372722,13.845840287106583,13.71787551701622,14.184528535070482,14.207266884563204,14.255189255641534
15.712913650266922,13.476160260967626,13.888887657207968,13.362974192087657,14.208868037915533,13.80485017734812,14.2924670897865
14.320581116703966,13.734878892204039,14.090515473203137,13.525945899860295,14.053715957008697,14.438427819336873,14.512453996795447
14.718159362651908,14.099686504018985,13.82414637008386,13.651754310632308,13.607497682562832,13.650307580551006,14.64681821732424
14.299642700648374,14.079836472726655,13.73985967509666,13.760477597029794,13.985128389550125,13.642466296202256,13.982699223292414
14.6367023703557,14.050901885473852,13.63219941254568,14.418698332333909,13.93486011765518,13.618519919192137,14.103271419201024
14.660232371527528,14.350934248736213,14.221634072360814,14.265909821596905,13.544448474445284,14.158065320910822,13.947004386066098
13.931274729722995,13.780298636123375,13.596030695906478,14.2043282106339,14.571250426036768,14.20408622552092,14.150265610512088
14.815815801467854,13.694303774032024,14.138720716779783,14.32930172133562,13.746517662006456,14.425446425347912,14.042040756848284
14.383493511989961,14.41108542826118,14.016834423494599,14.206244977123829,13.905198556382375,13.99051386845473,13.655830435024605
14.794530194162927,14.053788345046938,13.682293139682537,13.230061551564576,14.221122530817299,13.531698585742712,14.433793718510278
13.975534854831466,13.80715162345173,13.507536794693209,13.650481905702755,14.15181509440114,13.669039622834404,14.873001211541895
14.175842318034801,13.968974697744489,13.976008334586421,13.79458461585809,14.064018489824944,14.211347262551978,14.91005655621664
14.024794206979653,13.967808519062457,13.707981820585621,13.786784935036279,14.537163656793881,14.365401112963333,14.847790674207467
13.862652951936397,14.094384782894037,13.74339601773784,13.49275456318207,13.409527638906294,14.673542104588892,14.243514018385588
14.200979427286974,14.067065223204251,13.943376286529386,13.833581540485422,13.885180611614668,13.916656020037683,14.64647063530378
14.598607328186779,14.097012575688307,13.609797895319971,13.657087807450987,13.430609705539576,13.602069675280646,13.988498679097834
14.620169948089885,14.53084928581455,14.669600124231144,14.438939316845714,13.59617211338594,14.053311398264995,14.11862641161029
14.557448129851812,13.337170765396616,13.564185841022304,13.941401393551692,13.889813154733679,13.515361383643121,14.475509756237624
14.544392454387667,13.73921412176547,13.838632384022784,13.439184884221083,13.15035356105969,13.82531246178668,14.490699218468027
14.388662267121164,13.592082664472908,14.184602116478127,13.067396841230238,13.889080740211467,14.1867243592903,14.666124684205597
14.618177738607368,15.218418576946338,14.047840076793214,13.759333068682805,13.719076404756036,14.239625233309026,14.043957601667525
14.5094703407294,14.108271637937996,13.852994732107875,14.106086242951653,13.8374378696185,13.76296853583344,14.151194014413129
14.679375230304133,13.502042384724207,13.361223235509046,14.236740857137397,13.814005693012872,13.779346712172444,14.6730308249648
